"Year","Month","Product","State","Requirement (in Million Tonnes)","Availability (in Million Tonnes)"
"2013-14","July","TSP","Gujarat","0.00","6313.85"
"2013-14","July","UREA","Gujarat","250000.00","57070.27"
"2013-14","July","DAP","Harayana","60000.00","33013.85"
"2013-14","July","MAP","Harayana","0.00","0.00"
"2013-14","July","MOP","Harayana","3000.00","-0.80"
"2013-14","July","NPK","Harayana","5000.00","1377.20"
"2013-14","July","TSP","Harayana","0.00","0.00"
"2013-14","July","UREA","Harayana","240000.00","73345.80"
"2013-14","July","DAP","Himachal Pradesh","0.00","0.00"
"2013-14","July","MAP","Himachal Pradesh","0.00","0.00"
"2013-14","July","MOP","Himachal Pradesh","100.00","0.00"
"2013-14","July","NPK","Himachal Pradesh","2500.00","83.10"
"2013-14","July","TSP","Himachal Pradesh","0.00","0.00"
"2013-14","July","UREA","Himachal Pradesh","10000.00","338.50"
"2013-14","July","DAP","Jammu & Kashmir","8000.00","3790.10"
"2013-14","July","MAP","Jammu & Kashmir","0.00","0.00"
"2013-14","July","MOP","Jammu & Kashmir","1500.00","3130.05"
"2013-14","July","NPK","Jammu & Kashmir","0.00","0.00"
"2013-14","July","TSP","Jammu & Kashmir","0.00","0.00"
"2013-14","July","UREA","Jammu & Kashmir","12500.00","10739.00"
"2013-14","July","DAP","Jharkhand","12000.00","1203.05"
"2013-14","July","MAP","Jharkhand","0.00","0.00"
"2013-14","July","MOP","Jharkhand","2500.00","-3.70"
"2013-14","July","NPK","Jharkhand","5000.00","890.75"
"2013-14","July","TSP","Jharkhand","0.00","0.00"
"2013-14","July","UREA","Jharkhand","30000.00","8499.90"
"2013-14","July","DAP","Karnataka","95000.00","13230.39"
"2013-14","July","MAP","Karnataka","0.00","0.00"
"2013-14","July","MOP","Karnataka","58000.00","12010.10"
"2013-14","July","NPK","Karnataka","132000.00","53677.21"
"2013-14","July","TSP","Karnataka","0.00","11905.40"
"2013-14","July","UREA","Karnataka","178000.00","29923.28"
"2013-14","July","DAP","Kerala","5000.00","2427.40"
"2013-14","July","MAP","Kerala","0.00","0.00"
"2013-14","July","MOP","Kerala","25000.00","2218.35"
"2013-14","July","NPK","Kerala","31000.00","12617.92"
"2013-14","July","TSP","Kerala","0.00","3156.75"
"2013-14","July","UREA","Kerala","24500.00","277.80"
"2013-14","July","DAP","Lakshadeeep","0.00","0.00"
"2013-14","July","MAP","Lakshadeeep","0.00","0.00"
"2013-14","July","MOP","Lakshadeeep","0.00","0.00"
"2013-14","July","NPK","Lakshadeeep","0.00","0.00"
"2013-14","July","TSP","Lakshadeeep","0.00","0.00"
"2013-14","July","UREA","Lakshadeeep","0.00","0.00"
"2013-14","July","DAP","Madhya Pradesh","108800.00","59710.20"
"2013-14","July","MAP","Madhya Pradesh","0.00","0.00"
"2013-14","July","MOP","Madhya Pradesh","16200.00","7519.85"
"2013-14","July","NPK","Madhya Pradesh","33000.00","32180.20"
"2013-14","July","TSP","Madhya Pradesh","0.00","8443.85"
"2013-14","July","UREA","Madhya Pradesh","112500.00","94378.15"
"2013-14","July","DAP","Maharastra","169500.00","37338.03"
"2013-14","July","MAP","Maharastra","0.00","0.00"
"2013-14","July","MOP","Maharastra","53500.00","14457.20"
"2013-14","July","NPK","Maharastra","168400.00","49984.46"
"2013-14","July","TSP","Maharastra","0.00","0.00"
"2013-14","July","UREA","Maharastra","276300.00","127564.15"
"2013-14","July","DAP","Manipur","1150.00","0.00"
"2013-14","July","MAP","Manipur","0.00","0.00"
"2013-14","July","MOP","Manipur","450.00","0.00"
"2013-14","July","NPK","Manipur","0.00","0.00"
"2013-14","July","TSP","Manipur","0.00","0.00"
"2013-14","July","UREA","Manipur","7800.00","0.00"
"2013-14","July","DAP","Megalaya","900.00","200.00"
"2013-14","July","MAP","Megalaya","0.00","0.00"
"2013-14","July","MOP","Megalaya","100.00","0.00"
"2013-14","July","NPK","Megalaya","0.00","0.00"
"2013-14","July","TSP","Megalaya","0.00","0.00"
"2013-14","July","UREA","Megalaya","1300.00","0.00"
"2013-14","July","DAP","Mizoram","600.00","0.00"
"2013-14","July","MAP","Mizoram","0.00","0.00"
"2013-14","July","MOP","Mizoram","400.00","0.00"
"2013-14","July","NPK","Mizoram","0.00","0.00"
"2013-14","July","TSP","Mizoram","0.00","0.00"
"2013-14","July","UREA","Mizoram","1300.00","0.00"
"2013-14","July","DAP","Nagaland","50.00","0.00"
"2013-14","July","MAP","Nagaland","0.00","0.00"
"2013-14","July","MOP","Nagaland","30.00","0.00"
"2013-14","July","NPK","Nagaland","0.00","0.00"
"2013-14","July","TSP","Nagaland","0.00","0.00"
"2013-14","July","UREA","Nagaland","150.00","0.00"
"2013-14","July","DAP","Odisha","60000.00","8962.00"
"2013-14","July","MAP","Odisha","0.00","0.00"
"2013-14","July","MOP","Odisha","30000.00","5363.40"
"2013-14","July","NPK","Odisha","79000.00","9507.85"
"2013-14","July","TSP","Odisha","0.00","0.00"
"2013-14","July","UREA","Odisha","130000.00","18834.20"
"2013-14","July","DAP","Pondicherry","420.00","0.00"
"2013-14","July","MAP","Pondicherry","0.00","0.00"
"2013-14","July","MOP","Pondicherry","100.00","20.00"
"2013-14","July","NPK","Pondicherry","1170.00","263.60"
"2013-14","July","TSP","Pondicherry","0.00","0.00"
"2013-14","July","UREA","Pondicherry","2000.00","0.00"
"2013-14","July","DAP","Punjab","100000.00","37869.85"
"2013-14","July","MAP","Punjab","0.00","0.00"
"2013-14","July","MOP","Punjab","5000.00","3664.60"
"2013-14","July","NPK","Punjab","4000.00","1728.05"
"2013-14","July","TSP","Punjab","0.00","3355.30"
"2013-14","July","UREA","Punjab","300000.00","78738.55"
"2013-14","July","DAP","Rajasthan","81600.00","26475.70"
"2013-14","July","MAP","Rajasthan","0.00","0.00"
"2013-14","July","MOP","Rajasthan","1500.00","0.00"
"2013-14","July","NPK","Rajasthan","9660.00","1418.65"
"2013-14","July","TSP","Rajasthan","0.00","3526.25"
"2013-14","July","UREA","Rajasthan","144410.00","37965.78"
"2013-14","July","DAP","Sikkim","0.00","0.00"
"2013-14","July","MAP","Sikkim","0.00","0.00"
"2013-14","July","MOP","Sikkim","0.00","0.00"
"2013-14","July","NPK","Sikkim","0.00","0.00"
"2013-14","July","TSP","Sikkim","0.00","0.00"
"2013-14","July","UREA","Sikkim","0.00","0.00"
"2013-14","July","DAP","Tamil Nadu","38000.00","8992.90"
"2013-14","July","MAP","Tamil Nadu","0.00","0.00"
"2013-14","July","MOP","Tamil Nadu","40000.00","4449.05"
"2013-14","July","NPK","Tamil Nadu","49740.00","13538.37"
"2013-14","July","TSP","Tamil Nadu","0.00","0.00"
"2013-14","July","UREA","Tamil Nadu","85000.00","3200.90"
"2013-14","July","DAP","Tripura","750.00","0.00"
"2013-14","July","MAP","Tripura","0.00","0.00"
"2013-14","July","MOP","Tripura","2500.00","0.00"
"2013-14","July","NPK","Tripura","0.00","0.00"
"2013-14","July","TSP","Tripura","0.00","0.00"
"2013-14","July","UREA","Tripura","7800.00","2134.50"
"2013-14","July","DAP","Uttar Pradesh","250000.00","127731.80"
"2013-14","July","MAP","Uttar Pradesh","0.00","0.00"
"2013-14","July","MOP","Uttar Pradesh","25000.00","58.40"
"2013-14","July","NPK","Uttar Pradesh","110000.00","33987.90"
"2013-14","July","TSP","Uttar Pradesh","0.00","16125.25"
"2013-14","July","UREA","Uttar Pradesh","700000.00","209156.34"
"2013-14","July","DAP","Uttaranchal","4000.00","4192.85"
"2013-14","July","MAP","Uttaranchal","0.00","0.00"
"2013-14","July","MOP","Uttaranchal","500.00","0.00"
"2013-14","July","NPK","Uttaranchal","5000.00","1263.00"
"2013-14","July","TSP","Uttaranchal","0.00","0.00"
"2013-14","July","UREA","Uttaranchal","30000.00","3138.85"
"2013-14","July","DAP","West Bengal","49000.00","5125.52"
"2013-14","July","MAP","West Bengal","0.00","0.00"
"2013-14","July","MOP","West Bengal","23000.00","4012.65"
"2013-14","July","NPK","West Bengal","94800.00","29810.19"
"2013-14","July","TSP","West Bengal","0.00","7377.55"
"2013-14","July","UREA","West Bengal","98000.00","69032.48"
"2013-14","August","DAP","Andaman & Nicobar","0.00","0.00"
"2013-14","August","MAP","Andaman & Nicobar","0.00","0.00"
"2013-14","August","MOP","Andaman & Nicobar","0.00","0.00"
"2013-14","August","NPK","Andaman & Nicobar","0.00","0.00"
"2013-14","August","TSP","Andaman & Nicobar","0.00","0.00"
"2013-14","August","UREA","Andaman & Nicobar","0.00","0.00"
"2013-14","August","DAP","Andhra Pradesh","150000.00","36347.15"
"2013-14","August","MAP","Andhra Pradesh","0.00","0.00"
"2013-14","August","MOP","Andhra Pradesh","75000.00","17451.64"
"2013-14","August","NPK","Andhra Pradesh","221000.00","62569.26"
"2013-14","August","TSP","Andhra Pradesh","0.00","0.00"
"2013-14","August","UREA","Andhra Pradesh","400000.00","21162.40"
"2013-14","August","DAP","Arunachal Pradesh","60.00","0.00"
"2013-14","August","MAP","Arunachal Pradesh","0.00","0.00"
"2013-14","August","MOP","Arunachal Pradesh","10.00","0.00"
"2013-14","August","NPK","Arunachal Pradesh","0.00","0.00"
"2013-14","August","TSP","Arunachal Pradesh","0.00","0.00"
"2013-14","August","UREA","Arunachal Pradesh","90.00","0.00"
"2013-14","August","DAP","Assam","5250.00","8120.50"
"2013-14","August","MAP","Assam","0.00","0.00"
"2013-14","August","MOP","Assam","12600.00","11080.70"
"2013-14","August","NPK","Assam","1580.00","519.75"
"2013-14","August","TSP","Assam","0.00","0.00"
"2013-14","August","UREA","Assam","30450.00","10019.65"
"2013-14","August","DAP","Bihar","40000.00","27845.70"
"2013-14","August","MAP","Bihar","0.00","0.00"
"2013-14","August","MOP","Bihar","10000.00","24772.60"
"2013-14","August","NPK","Bihar","25000.00","11189.40"
"2013-14","August","TSP","Bihar","0.00","7673.75"
"2013-14","August","UREA","Bihar","230000.00","22338.15"
"2013-14","August","DAP","Chandigarh","0.00","0.00"
"2013-14","August","MAP","Chandigarh","0.00","0.00"
"2013-14","August","MOP","Chandigarh","0.00","0.00"
"2013-14","August","NPK","Chandigarh","0.00","0.00"
"2013-14","August","TSP","Chandigarh","0.00","0.00"
"2013-14","August","UREA","Chandigarh","0.00","0.00"
"2013-14","August","DAP","Chattishgarh","45000.00","9069.00"
"2013-14","August","MAP","Chattishgarh","0.00","0.00"
"2013-14","August","MOP","Chattishgarh","21000.00","24243.30"
"2013-14","August","NPK","Chattishgarh","24000.00","5446.35"
"2013-14","August","TSP","Chattishgarh","0.00","3858.25"
"2013-14","August","UREA","Chattishgarh","123000.00","10022.15"
"2013-14","August","DAP","Dadra & Nagar Haveli","50.00","34.85"
"2013-14","August","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","August","MOP","Dadra & Nagar Haveli","2.00","0.00"
"2013-14","August","NPK","Dadra & Nagar Haveli","5.00","6.00"
"2013-14","August","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","August","UREA","Dadra & Nagar Haveli","60.00","4.40"
"2013-14","August","DAP","Daman & Diu","20.00","0.00"
"2013-14","August","MAP","Daman & Diu","0.00","0.00"
"2013-14","August","MOP","Daman & Diu","0.00","0.00"
"2013-14","August","NPK","Daman & Diu","0.00","0.00"
"2013-14","August","TSP","Daman & Diu","0.00","0.00"
"2013-14","August","UREA","Daman & Diu","20.00","0.00"
"2013-14","August","DAP","Delhi","400.00","0.00"
"2013-14","August","MAP","Delhi","0.00","0.00"
"2013-14","August","MOP","Delhi","100.00","0.00"
"2013-14","August","NPK","Delhi","50.00","0.00"
"2013-14","August","TSP","Delhi","0.00","0.00"
"2013-14","August","UREA","Delhi","300.00","0.00"
"2013-14","August","DAP","Goa","200.00","28.80"
"2013-14","August","MAP","Goa","0.00","0.00"
"2013-14","August","MOP","Goa","40.00","120.00"
"2013-14","August","NPK","Goa","1000.00","330.00"
"2013-14","August","TSP","Goa","0.00","0.00"
"2013-14","August","UREA","Goa","600.00","196.00"
"2013-14","August","DAP","Gujarat","30000.00","46272.41"
"2013-14","August","MAP","Gujarat","0.00","0.00"
"2013-14","August","MOP","Gujarat","12000.00","5151.75"
"2013-14","August","NPK","Gujarat","32000.00","34459.55"
"2013-14","August","TSP","Gujarat","0.00","6313.85"
"2013-14","August","UREA","Gujarat","235000.00","24365.12"
"2013-14","August","DAP","Harayana","25000.00","34822.60"
"2013-14","August","MAP","Harayana","0.00","0.00"
"2013-14","August","MOP","Harayana","2000.00","-0.50"
"2013-14","August","NPK","Harayana","5000.00","1675.45"
"2013-14","August","TSP","Harayana","0.00","0.00"
"2013-14","August","UREA","Harayana","100000.00","52382.55"
"2013-14","August","DAP","Himachal Pradesh","0.00","0.00"
"2013-14","August","MAP","Himachal Pradesh","0.00","0.00"
"2013-14","August","MOP","Himachal Pradesh","300.00","0.00"
"2013-14","August","NPK","Himachal Pradesh","0.00","56.20"
"2013-14","August","TSP","Himachal Pradesh","0.00","0.00"
"2013-14","August","UREA","Himachal Pradesh","2500.00","312.55"
"2013-14","August","DAP","Jammu & Kashmir","1500.00","3599.05"
"2013-14","August","MAP","Jammu & Kashmir","0.00","0.00"
"2013-14","August","MOP","Jammu & Kashmir","300.00","2762.05"
"2013-14","August","NPK","Jammu & Kashmir","0.00","0.00"
"2013-14","August","TSP","Jammu & Kashmir","0.00","0.00"
"2013-14","August","UREA","Jammu & Kashmir","8000.00","4928.50"
"2013-14","August","DAP","Jharkhand","7500.00","6440.75"
"2013-14","August","MAP","Jharkhand","0.00","0.00"
"2013-14","August","MOP","Jharkhand","2500.00","2789.50"
"2013-14","August","NPK","Jharkhand","2500.00","2686.90"
"2013-14","August","TSP","Jharkhand","0.00","0.00"
"2013-14","August","UREA","Jharkhand","25000.00","3417.90"
"2013-14","August","DAP","Karnataka","80000.00","28072.22"
"2013-14","August","MAP","Karnataka","0.00","0.00"
"2013-14","August","MOP","Karnataka","55000.00","17018.65"
"2013-14","August","NPK","Karnataka","149000.00","50940.64"
"2013-14","August","TSP","Karnataka","0.00","11905.40"
"2013-14","August","UREA","Karnataka","190000.00","18848.01"
"2013-14","August","DAP","Kerala","3000.00","1575.25"
"2013-14","August","MAP","Kerala","0.00","0.00"
"2013-14","August","MOP","Kerala","15000.00","2905.88"
"2013-14","August","NPK","Kerala","17000.00","11186.25"
"2013-14","August","TSP","Kerala","0.00","3156.75"
"2013-14","August","UREA","Kerala","13500.00","1882.60"
"2013-14","August","DAP","Lakshadeeep","0.00","0.00"
"2013-14","August","MAP","Lakshadeeep","0.00","0.00"
"2013-14","August","MOP","Lakshadeeep","0.00","0.00"
"2013-14","August","NPK","Lakshadeeep","0.00","0.00"
"2013-14","August","TSP","Lakshadeeep","0.00","0.00"
"2013-14","August","UREA","Lakshadeeep","0.00","0.00"
"2013-14","August","DAP","Madhya Pradesh","105600.00","65349.90"
"2013-14","August","MAP","Madhya Pradesh","0.00","0.00"
"2013-14","August","MOP","Madhya Pradesh","4500.00","16634.35"
"2013-14","August","NPK","Madhya Pradesh","22000.00","23062.90"
"2013-14","August","TSP","Madhya Pradesh","0.00","8443.85"
"2013-14","August","UREA","Madhya Pradesh","150000.00","43270.35"
"2013-14","August","DAP","Maharastra","163400.00","52755.57"
"2013-14","August","MAP","Maharastra","0.00","0.00"
"2013-14","August","MOP","Maharastra","51400.00","35747.24"
"2013-14","August","NPK","Maharastra","163400.00","59880.46"
"2013-14","August","TSP","Maharastra","0.00","0.00"
"2013-14","August","UREA","Maharastra","266500.00","57834.29"
"2013-14","August","DAP","Manipur","1200.00","0.00"
"2013-14","August","MAP","Manipur","0.00","0.00"
"2013-14","August","MOP","Manipur","500.00","0.00"
"2013-14","August","NPK","Manipur","0.00","0.00"
"2013-14","August","TSP","Manipur","0.00","0.00"
"2013-14","August","UREA","Manipur","5000.00","0.00"
"2013-14","August","DAP","Megalaya","800.00","100.00"
"2013-14","August","MAP","Megalaya","0.00","0.00"
"2013-14","August","MOP","Megalaya","50.00","0.00"
"2013-14","August","NPK","Megalaya","0.00","0.00"
"2013-14","August","TSP","Megalaya","0.00","0.00"
"2013-14","August","UREA","Megalaya","1100.00","2000.00"
"2013-14","August","DAP","Mizoram","700.00","0.00"
"2013-14","August","MAP","Mizoram","0.00","0.00"
"2013-14","August","MOP","Mizoram","550.00","0.00"
"2013-14","August","NPK","Mizoram","0.00","0.00"
"2013-14","August","TSP","Mizoram","0.00","0.00"
"2013-14","August","UREA","Mizoram","1350.00","0.00"
"2013-14","August","DAP","Nagaland","50.00","0.00"
"2013-14","August","MAP","Nagaland","0.00","0.00"
"2013-14","August","MOP","Nagaland","40.00","0.00"
"2013-14","August","NPK","Nagaland","0.00","0.00"
"2013-14","August","TSP","Nagaland","0.00","0.00"
"2013-14","August","UREA","Nagaland","110.00","0.00"
"2013-14","August","DAP","Odisha","40000.00","12232.05"
"2013-14","August","MAP","Odisha","0.00","0.00"
"2013-14","August","MOP","Odisha","24000.00","8269.65"
"2013-14","August","NPK","Odisha","47500.00","8304.90"
"2013-14","August","TSP","Odisha","0.00","0.00"
"2013-14","August","UREA","Odisha","140000.00","5257.30"
"2013-14","August","DAP","Pondicherry","180.00","0.00"
"2013-14","August","MAP","Pondicherry","0.00","0.00"
"2013-14","August","MOP","Pondicherry","150.00","0.00"
"2013-14","August","NPK","Pondicherry","870.00","512.25"
"2013-14","August","TSP","Pondicherry","0.00","0.00"
"2013-14","August","UREA","Pondicherry","1950.00","50.00"
"2013-14","August","DAP","Punjab","100000.00","32141.00"
"2013-14","August","MAP","Punjab","0.00","0.00"
"2013-14","August","MOP","Punjab","7500.00","1601.10"
"2013-14","August","NPK","Punjab","10000.00","1446.30"
"2013-14","August","TSP","Punjab","0.00","3355.30"
"2013-14","August","UREA","Punjab","100000.00","58581.20"
"2013-14","August","DAP","Rajasthan","44000.00","32280.52"
"2013-14","August","MAP","Rajasthan","0.00","0.00"
"2013-14","August","MOP","Rajasthan","1050.00","0.00"
"2013-14","August","NPK","Rajasthan","10740.00","1204.15"
"2013-14","August","TSP","Rajasthan","0.00","3526.25"
"2013-14","August","UREA","Rajasthan","144580.00","39088.78"
"2013-14","August","DAP","Sikkim","0.00","0.00"
"2013-14","August","MAP","Sikkim","0.00","0.00"
"2013-14","August","MOP","Sikkim","0.00","0.00"
"2013-14","August","NPK","Sikkim","0.00","0.00"
"2013-14","August","TSP","Sikkim","0.00","0.00"
"2013-14","August","UREA","Sikkim","0.00","0.00"
"2013-14","August","DAP","Tamil Nadu","41000.00","16338.10"
"2013-14","August","MAP","Tamil Nadu","0.00","0.00"
"2013-14","August","MOP","Tamil Nadu","40000.00","2970.38"
"2013-14","August","NPK","Tamil Nadu","55570.00","9599.42"
"2013-14","August","TSP","Tamil Nadu","0.00","0.00"
"2013-14","August","UREA","Tamil Nadu","85000.00","-1790.10"
"2013-14","August","DAP","Tripura","300.00","0.00"
"2013-14","August","MAP","Tripura","0.00","0.00"
"2013-14","August","MOP","Tripura","0.00","-22.45"
"2013-14","August","NPK","Tripura","0.00","0.00"
"2013-14","August","TSP","Tripura","0.00","0.00"
"2013-14","August","UREA","Tripura","2600.00","2092.50"
"2013-14","August","DAP","Uttar Pradesh","250000.00","136146.85"
"2013-14","August","MAP","Uttar Pradesh","0.00","0.00"
"2013-14","August","MOP","Uttar Pradesh","30000.00","5015.55"
"2013-14","August","NPK","Uttar Pradesh","120000.00","34934.30"
"2013-14","August","TSP","Uttar Pradesh","0.00","16125.25"
"2013-14","August","UREA","Uttar Pradesh","700000.00","184138.05"
"2013-14","August","DAP","Uttaranchal","3000.00","3376.20"
"2013-14","August","MAP","Uttaranchal","0.00","0.00"
"2013-14","August","MOP","Uttaranchal","0.00","0.00"
"2013-14","August","NPK","Uttaranchal","0.00","4302.10"
"2013-14","August","TSP","Uttaranchal","0.00","0.00"
"2013-14","August","UREA","Uttaranchal","25000.00","931.60"
"2013-14","August","DAP","West Bengal","80000.00","9178.40"
"2013-14","August","MAP","West Bengal","0.00","0.00"
"2013-14","August","MOP","West Bengal","34000.00","10171.25"
"2013-14","August","NPK","West Bengal","79150.00","38394.44"
"2013-14","August","TSP","West Bengal","0.00","7377.55"
"2013-14","August","UREA","West Bengal","122000.00","46175.40"
"2013-14","September","DAP","Andaman & Nicobar","0.00","0.00"
"2013-14","September","MAP","Andaman & Nicobar","0.00","0.00"
"2013-14","September","MOP","Andaman & Nicobar","0.00","0.00"
"2013-14","September","NPK","Andaman & Nicobar","0.00","0.00"
"2013-14","September","TSP","Andaman & Nicobar","0.00","0.00"
"2013-14","September","UREA","Andaman & Nicobar","0.00","0.00"
"2013-14","September","DAP","Andhra Pradesh","100000.00","46639.85"
"2013-14","September","MAP","Andhra Pradesh","0.00","0.00"
"2013-14","September","MOP","Andhra Pradesh","75000.00","15363.24"
"2013-14","September","NPK","Andhra Pradesh","180000.00","71859.06"
"2013-14","September","TSP","Andhra Pradesh","0.00","0.00"
"2013-14","September","UREA","Andhra Pradesh","400000.00","25694.55"
"2013-14","September","DAP","Arunachal Pradesh","0.00","0.00"
"2013-14","September","MAP","Arunachal Pradesh","0.00","0.00"
"2013-14","September","MOP","Arunachal Pradesh","20.00","0.00"
"2013-14","September","NPK","Arunachal Pradesh","0.00","0.00"
"2013-14","September","TSP","Arunachal Pradesh","0.00","0.00"
"2013-14","September","UREA","Arunachal Pradesh","90.00","0.00"
"2013-14","September","DAP","Assam","3250.00","7708.40"
"2013-14","September","MAP","Assam","0.00","0.00"
"2013-14","September","MOP","Assam","7800.00","9230.25"
"2013-14","September","NPK","Assam","980.00","211.75"
"2013-14","September","TSP","Assam","0.00","0.00"
"2013-14","September","UREA","Assam","18850.00","1180.65"
"2013-14","September","DAP","Bihar","30000.00","44363.25"
"2013-14","September","MAP","Bihar","0.00","0.00"
"2013-14","September","MOP","Bihar","5000.00","19646.25"
"2013-14","September","NPK","Bihar","10000.00","16291.70"
"2013-14","September","TSP","Bihar","0.00","7673.75"
"2013-14","September","UREA","Bihar","200000.00","29667.90"
"2013-14","September","DAP","Chandigarh","0.00","0.00"
"2013-14","September","MAP","Chandigarh","0.00","0.00"
"2013-14","September","MOP","Chandigarh","0.00","0.00"
"2013-14","September","NPK","Chandigarh","0.00","0.00"
"2013-14","September","TSP","Chandigarh","0.00","0.00"
"2013-14","September","UREA","Chandigarh","0.00","0.00"
"2013-14","September","DAP","Chattishgarh","29000.00","13453.75"
"2013-14","September","MAP","Chattishgarh","0.00","0.00"
"2013-14","September","MOP","Chattishgarh","4000.00","23145.80"
"2013-14","September","NPK","Chattishgarh","12000.00","5626.10"
"2013-14","September","TSP","Chattishgarh","0.00","3858.25"
"2013-14","September","UREA","Chattishgarh","27000.00","12607.20"
"2013-14","September","DAP","Dadra & Nagar Haveli","30.00","32.70"
"2013-14","September","MAP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","September","MOP","Dadra & Nagar Haveli","1.00","0.00"
"2013-14","September","NPK","Dadra & Nagar Haveli","2.00","3.40"
"2013-14","September","TSP","Dadra & Nagar Haveli","0.00","0.00"
"2013-14","September","UREA","Dadra & Nagar Haveli","40.00","10.30"
"2013-14","September","DAP","Daman & Diu","10.00","0.00"
"2013-14","September","MAP","Daman & Diu","0.00","0.00"
"2013-14","September","MOP","Daman & Diu","0.00","0.00"
"2013-14","September","NPK","Daman & Diu","0.00","0.00"
"2013-14","September","TSP","Daman & Diu","0.00","0.00"
"2013-14","September","UREA","Daman & Diu","20.00","0.00"
"2013-14","September","DAP","Delhi","200.00","0.00"
"2013-14","September","MAP","Delhi","0.00","0.00"
"2013-14","September","MOP","Delhi","50.00","0.00"
"2013-14","September","NPK","Delhi","0.00","0.00"
"2013-14","September","TSP","Delhi","0.00","0.00"
"2013-14","September","UREA","Delhi","200.00","0.00"
"2013-14","September","DAP","Goa","100.00","28.80"
"2013-14","September","MAP","Goa","0.00","0.00"
"2013-14","September","MOP","Goa","20.00","85.00"
"2013-14","September","NPK","Goa","600.00","113.00"
"2013-14","September","TSP","Goa","0.00","0.00"
"2013-14","September","UREA","Goa","500.00","99.00"
"2013-14","September","DAP","Gujarat","30000.00","63552.82"
"2013-14","September","MAP","Gujarat","0.00","0.00"
"2013-14","September","MOP","Gujarat","10000.00","799.65"
"2013-14","September","NPK","Gujarat","27300.00","39229.57"
"2013-14","September","TSP","Gujarat","0.00","6313.85"
"2013-14","September","UREA","Gujarat","220000.00","42359.72"
"2013-14","September","DAP","Harayana","95000.00","35651.10"
"2013-14","September","MAP","Harayana","0.00","0.00"
"2013-14","September","MOP","Harayana","5000.00","473.70"
"2013-14","September","NPK","Harayana","10000.00","5396.80"
"2013-14","September","TSP","Harayana","0.00","0.00"
"2013-14","September","UREA","Harayana","90000.00","37597.75"
"2013-14","September","DAP","Himachal Pradesh","0.00","0.00"
"2013-14","September","MAP","Himachal Pradesh","0.00","0.00"
"2013-14","September","MOP","Himachal Pradesh","400.00","0.00"
"2013-14","September","NPK","Himachal Pradesh","2500.00","77.10"
"2013-14","September","TSP","Himachal Pradesh","0.00","0.00"
"2013-14","September","UREA","Himachal Pradesh","500.00","142.20"
"2013-14","September","DAP","Jammu & Kashmir","1500.00","2816.40"
"2013-14","September","MAP","Jammu & Kashmir","0.00","0.00"
"2013-14","September","MOP","Jammu & Kashmir","300.00","2616.15"
"2013-14","September","NPK","Jammu & Kashmir","0.00","0.00"
"2013-14","September","TSP","Jammu & Kashmir","0.00","0.00"
"2013-14","September","UREA","Jammu & Kashmir","5000.00","4839.95"
"2013-14","September","DAP","Jharkhand","5500.00","8051.55"
"2013-14","September","MAP","Jharkhand","0.00","0.00"
"2013-14","September","MOP","Jharkhand","2500.00","2724.50"
"2013-14","September","NPK","Jharkhand","5000.00","2719.50"
"2013-14","September","TSP","Jharkhand","0.00","0.00"
"2013-14","September","UREA","Jharkhand","20000.00","6374.15"
"2013-14","September","DAP","Karnataka","75000.00","31441.62"
"2013-14","September","MAP","Karnataka","0.00","0.00"
"2013-14","September","MOP","Karnataka","57000.00","18453.92"
"2013-14","September","NPK","Karnataka","170000.00","58947.67"
"2013-14","September","TSP","Karnataka","0.00","11905.40"
"2013-14","September","UREA","Karnataka","172000.00","14215.51"
"2013-14","September","DAP","Kerala","3000.00","1756.05"
"2013-14","September","MAP","Kerala","0.00","0.00"
"2013-14","September","MOP","Kerala","12000.00","1007.73"
"2013-14","September","NPK","Kerala","17000.00","10635.89"
"2013-14","September","TSP","Kerala","0.00","3156.75"
"2013-14","September","UREA","Kerala","13500.00","224.25"
"2013-14","September","DAP","Lakshadeeep","0.00","0.00"
"2013-14","September","MAP","Lakshadeeep","0.00","0.00"
"2013-14","September","MOP","Lakshadeeep","0.00","0.00"
"2013-14","September","NPK","Lakshadeeep","0.00","0.00"
"2013-14","September","TSP","Lakshadeeep","0.00","0.00"
"2013-14","September","UREA","Lakshadeeep","0.00","0.00"
"2013-14","September","DAP","Madhya Pradesh","191400.00","102935.65"
"2013-14","September","MAP","Madhya Pradesh","0.00","0.00"
"2013-14","September","MOP","Madhya Pradesh","9000.00","19614.85"
"2013-14","September","NPK","Madhya Pradesh","46200.00","14892.85"
"2013-14","September","TSP","Madhya Pradesh","0.00","8443.85"
"2013-14","September","UREA","Madhya Pradesh","142500.00","40258.00"
"2013-14","September","DAP","Maharastra","153900.00","105326.62"
"2013-14","September","MAP","Maharastra","0.00","0.00"
"2013-14","September","MOP","Maharastra","48700.00","28648.74"
"2013-14","September","NPK","Maharastra","154700.00","51017.71"
"2013-14","September","TSP","Maharastra","0.00","0.00"
"2013-14","September","UREA","Maharastra","250600.00","64562.11"
"2013-14","September","DAP","Manipur","600.00","0.00"
"2013-14","September","MAP","Manipur","0.00","0.00"
"2013-14","September","MOP","Manipur","300.00","0.00"
"2013-14","September","NPK","Manipur","0.00","0.00"
