Year,Month,Product,State,Requirement(in' MT),Availability(in' MT)
2013-14,October,MOP,Himachal Pradesh,"2,500.000",0.000
2013-14,October,NPK,Himachal Pradesh,"5,000.000",13.850
2013-14,October,SSP,Himachal Pradesh,300.000,0.000
2013-14,October,TSP,Himachal Pradesh,0.000,0.000
2013-14,October,UREA,Himachal Pradesh,"2,500.000",69.350
2013-14,October,DAP,Jammu & Kashmir,"5,740.000","5,985.800"
2013-14,October,MAP,Jammu & Kashmir,0.000,0.000
2013-14,October,MOP,Jammu & Kashmir,"2,210.000","2,527.050"
2013-14,October,NPK,Jammu & Kashmir,0.000,0.000
2013-14,October,SSP,Jammu & Kashmir,870.000,0.000
2013-14,October,TSP,Jammu & Kashmir,0.000,0.000
2013-14,October,UREA,Jammu & Kashmir,"7,450.000","3,943.850"
2013-14,October,DAP,Jharkhand,"10,000.000","6,498.000"
2013-14,October,MAP,Jharkhand,0.000,0.000
2013-14,October,MOP,Jharkhand,0.000,"2,599.500"
2013-14,October,NPK,Jharkhand,"7,500.000","1,402.350"
2013-14,October,SSP,Jharkhand,"10,000.000",222.700
2013-14,October,TSP,Jharkhand,0.000,0.000
2013-14,October,UREA,Jharkhand,"21,250.000","7,739.350"
2013-14,October,DAP,Karnataka,"59,000.000","36,074.109"
2013-14,October,MAP,Karnataka,0.000,0.000
2013-14,October,MOP,Karnataka,"53,000.000","14,867.423"
2013-14,October,NPK,Karnataka,"1,26,000.000","56,227.142"
2013-14,October,SSP,Karnataka,"17,800.000","1,442.350"
2013-14,October,TSP,Karnataka,0.000,"11,905.400"
2013-14,October,UREA,Karnataka,"1,90,000.000","18,010.696"
2013-14,October,DAP,Kerala,"2,000.000","4,432.850"
2013-14,October,MAP,Kerala,0.000,0.000
2013-14,October,MOP,Kerala,"22,000.000","2,128.454"
2013-14,October,NPK,Kerala,"38,000.000","9,918.955"
2013-14,October,SSP,Kerala,"10,000.000",0.000
2013-14,October,TSP,Kerala,0.000,"3,156.750"
2013-14,October,UREA,Kerala,"26,000.000",31.850
2013-14,October,DAP,Lakshadweep,0.000,0.000
2013-14,October,MAP,Lakshadweep,0.000,0.000
2013-14,October,MOP,Lakshadweep,0.000,0.000
2013-14,October,NPK,Lakshadweep,0.000,0.000
2013-14,October,SSP,Lakshadweep,0.000,0.000
2013-14,October,TSP,Lakshadweep,0.000,0.000
2013-14,October,UREA,Lakshadweep,0.000,0.000
2013-14,October,DAP,Madhya Pradesh,"2,25,000.000","92,121.650"
2013-14,October,MAP,Madhya Pradesh,0.000,0.000
2013-14,October,MOP,Madhya Pradesh,"16,400.000","16,779.850"
2013-14,October,NPK,Madhya Pradesh,"84,000.000","9,078.397"
2013-14,October,SSP,Madhya Pradesh,"2,66,000.000","1,03,829.402"
2013-14,October,TSP,Madhya Pradesh,0.000,"8,443.850"
2013-14,October,UREA,Madhya Pradesh,"2,50,000.000","38,159.900"
2013-14,October,DAP,Maharastra,"69,200.000","99,371.240"
2013-14,October,MAP,Maharastra,0.000,0.000
2013-14,October,MOP,Maharastra,"32,300.000","28,679.635"
2013-14,October,NPK,Maharastra,"1,70,200.000","52,286.225"
2013-14,October,SSP,Maharastra,"84,100.000","15,630.611"
2013-14,October,TSP,Maharastra,0.000,0.000
2013-14,October,UREA,Maharastra,"1,79,400.000","58,719.550"
2013-14,October,DAP,Manipur,"1,000.000",0.000
2013-14,October,MAP,Manipur,0.000,0.000
2013-14,October,MOP,Manipur,500.000,0.000
2013-14,October,NPK,Manipur,0.000,0.000
2013-14,October,SSP,Manipur,"1,500.000",0.000
2013-14,October,TSP,Manipur,0.000,0.000
2013-14,October,UREA,Manipur,"1,500.000",0.000
2013-14,October,DAP,Megalaya,"1,000.000",0.000
2013-14,October,MAP,Megalaya,0.000,0.000
2013-14,October,MOP,Megalaya,400.000,0.000
2013-14,October,NPK,Megalaya,0.000,0.000
2013-14,October,SSP,Megalaya,"1,000.000",0.000
2013-14,October,TSP,Megalaya,0.000,0.000
2013-14,October,UREA,Megalaya,"1,000.000",500.000
2013-14,October,DAP,Mizoram,300.000,0.000
2013-14,October,MAP,Mizoram,0.000,0.000
2013-14,October,MOP,Mizoram,300.000,0.000
2013-14,October,NPK,Mizoram,0.000,0.000
2013-14,October,SSP,Mizoram,0.000,0.000
2013-14,October,TSP,Mizoram,0.000,0.000
2013-14,October,UREA,Mizoram,400.000,0.000
2013-14,October,DAP,Nagaland,200.000,0.000
2013-14,October,MAP,Nagaland,0.000,0.000
2013-14,October,MOP,Nagaland,50.000,0.000
2013-14,October,NPK,Nagaland,50.000,0.000
2013-14,October,SSP,Nagaland,50.000,0.000
2013-14,October,TSP,Nagaland,0.000,0.000
2013-14,October,UREA,Nagaland,200.000,0.000
2013-14,October,DAP,Odisha,"5,720.000","9,883.350"
2013-14,October,MAP,Odisha,0.000,0.000
2013-14,October,MOP,Odisha,"4,310.000","12,063.500"
2013-14,October,NPK,Odisha,"10,810.000","7,066.050"
2013-14,October,SSP,Odisha,"8,070.000",210.800
2013-14,October,TSP,Odisha,0.000,0.000
2013-14,October,UREA,Odisha,"24,680.000","18,197.100"
2013-14,October,DAP,Pondicherry,300.000,0.000
2013-14,October,MAP,Pondicherry,0.000,0.000
2013-14,October,MOP,Pondicherry,700.000,12.000
2013-14,October,NPK,Pondicherry,"1,400.000",46.000
2013-14,October,SSP,Pondicherry,500.000,0.000
2013-14,October,TSP,Pondicherry,0.000,0.000
2013-14,October,UREA,Pondicherry,"2,100.000",13.000
2013-14,October,DAP,Punjab,"3,15,000.000","54,397.568"
2013-14,October,MAP,Punjab,0.000,0.000
2013-14,October,MOP,Punjab,"12,000.000",888.600
2013-14,October,NPK,Punjab,"40,000.000","2,055.250"
2013-14,October,SSP,Punjab,"32,000.000","4,817.300"
2013-14,October,TSP,Punjab,0.000,"3,355.300"
2013-14,October,UREA,Punjab,"3,00,000.000","35,853.100"
2013-14,October,DAP,Rajasthan,"1,09,220.000","32,143.697"
2013-14,October,MAP,Rajasthan,0.000,0.000
2013-14,October,MOP,Rajasthan,"4,000.000",234.250
2013-14,October,NPK,Rajasthan,"24,930.000","1,447.800"
2013-14,October,SSP,Rajasthan,"1,63,800.000","12,064.210"
2013-14,October,TSP,Rajasthan,0.000,"3,526.250"
2013-14,October,UREA,Rajasthan,"1,75,000.000","21,064.210"
2013-14,October,DAP,Sikkim,0.000,0.000
2013-14,October,MAP,Sikkim,0.000,0.000
2013-14,October,MOP,Sikkim,0.000,0.000
2013-14,October,NPK,Sikkim,0.000,0.000
2013-14,October,SSP,Sikkim,0.000,0.000
2013-14,October,TSP,Sikkim,0.000,0.000
2013-14,October,UREA,Sikkim,0.000,0.000
2013-14,October,DAP,Tamil Nadu,"68,910.000","26,497.550"
2013-14,October,MAP,Tamil Nadu,0.000,0.000
2013-14,October,MOP,Tamil Nadu,"63,140.000","1,429.733"
2013-14,October,NPK,Tamil Nadu,"95,870.000","14,206.020"
2013-14,October,SSP,Tamil Nadu,"27,850.000","3,275.300"
2013-14,October,TSP,Tamil Nadu,0.000,0.000
2013-14,October,UREA,Tamil Nadu,"1,53,760.000","4,587.000"
2013-14,October,DAP,Tripura,0.000,274.800
2013-14,October,MAP,Tripura,0.000,0.000
2013-14,October,MOP,Tripura,0.000,0.000
2013-14,October,NPK,Tripura,0.000,132.750
2013-14,October,SSP,Tripura,"2,650.000","4,367.450"
2013-14,October,TSP,Tripura,0.000,0.000
2013-14,October,UREA,Tripura,"2,650.000",490.500
2013-14,October,DAP,Uttar Pradesh,"3,15,000.000","2,13,577.350"
2013-14,October,MAP,Uttar Pradesh,0.000,0.000
2013-14,October,MOP,Uttar Pradesh,"30,000.000","7,199.750"
2013-14,October,NPK,Uttar Pradesh,"1,50,000.000","59,744.950"
2013-14,October,SSP,Uttar Pradesh,"1,50,000.000","9,410.804"
2013-14,October,TSP,Uttar Pradesh,0.000,"16,125.250"
2013-14,October,UREA,Uttar Pradesh,"5,75,000.000","1,31,188.000"
2013-14,October,DAP,Uttaranchal,"2,000.000","3,589.200"
2013-14,October,UREA,Uttaranchal,0.000,0.000
2013-14,October,MOP,Uttaranchal,500.000,25.000
2013-14,October,NPK,Uttaranchal,"8,000.000","2,064.750"
2013-14,October,SSP,Uttaranchal,"1,000.000",20.000
2013-14,October,TSP,Uttaranchal,0.000,0.000
2013-14,October,UREA,Uttaranchal,"10,000.000","6,328.300"
2013-14,October,DAP,West Bengal,"40,000.000","14,741.120"
2013-14,October,MAP,West Bengal,0.000,0.000
2013-14,October,MOP,West Bengal,"29,100.000","18,753.750"
2013-14,October,NPK,West Bengal,"92,900.000","45,373.130"
2013-14,October,SSP,West Bengal,"91,000.000","18,672.900"
2013-14,October,TSP,West Bengal,0.000,"7,377.550"
2013-14,October,UREA,West Bengal,"93,500.000","25,851.933"
2013-14,November,DAP,Andaman & Nicobar,0.000,0.000
2013-14,November,MAP,Andaman & Nicobar,0.000,0.000
2013-14,November,MOP,Andaman & Nicobar,0.000,0.000
2013-14,November,NPK,Andaman & Nicobar,0.000,0.000
2013-14,November,SSP,Andaman & Nicobar,0.000,0.000
2013-14,November,TSP,Andaman & Nicobar,0.000,0.000
2013-14,November,UREA,Andaman & Nicobar,0.000,0.000
2013-14,November,DAP,Andhra Pradesh,"75,000.000","43,893.910"
2013-14,November,MAP,Andhra Pradesh,0.000,0.000
2013-14,November,MOP,Andhra Pradesh,"50,000.00 ","13,209.690"
2013-14,November,NPK,Andhra Pradesh,"2,20,000.00 ","1,07,751.918 "
2013-14,November,SSP,Andhra Pradesh," 1,00,000.00 "," 6,804.336 "
2013-14,November,TSP,Andhra Pradesh,0.000,0.000
2013-14,November,UREA,Andhra Pradesh,250000.000,"1,08,886.900"
2013-14,November,DAP,Arunachal Pradesh,50.000,0.000
2013-14,November,MAP,Arunachal Pradesh,0.000,0.000
2013-14,November,MOP,Arunachal Pradesh,50.000,0.000
2013-14,November,NPK,Arunachal Pradesh,0.000,0.000
2013-14,November,SSP,Arunachal Pradesh,100.000,0.000
2013-14,November,TSP,Arunachal Pradesh,0.000,0.000
2013-14,November,UREA,Arunachal Pradesh,50.000,0.000
2013-14,November,DAP,Assam,4550.000,"5,611.800"
2013-14,November,MAP,Assam,0.000,0.000
2013-14,November,MOP,Assam,11700.000,"13,288.750"
2013-14,November,NPK,Assam,2600.000,0.000
2013-14,November,SSP,Assam,10400.000,"7,259.400"
2013-14,November,TSP,Assam,0.000,0.000
2013-14,November,UREA,Assam,26000.000,0.000
2013-14,November,DAP,Bihar,90000.000,"68,076.850"
2013-14,November,MAP,Bihar,0.000,0.000
2013-14,November,MOP,Bihar,40000.000,"20,909.400"
2013-14,November,NPK,Bihar,80000.000,"26,749.300"
2013-14,November,SSP,Bihar,45000.000,"9,977.550"
2013-14,November,TSP,Bihar,0.000,"7,673.750"
2013-14,November,UREA,Bihar,260000.000,"58,431.900"
2013-14,November,DAP,Chandigarh,0.000,0.000
2013-14,November,MAP,Chandigarh,0.000,0.000
2013-14,November,MOP,Chandigarh,0.000,0.000
2013-14,November,NPK,Chandigarh,0.000,0.000
2013-14,November,SSP,Chandigarh,0.000,0.000
2013-14,November,TSP,Chandigarh,0.000,0.000
2013-14,November,UREA,Chandigarh,0.000,0.000
2013-14,November,DAP,Chattishgarh,"17,000.000","18,240.200"
2013-14,November,MAP,Chattishgarh,0.000,0.000
2013-14,November,MOP,Chattishgarh,"6,000.000","24,138.500"
2013-14,November,NPK,Chattishgarh,"8,000.000","7,232.050"
2013-14,November,SSP,Chattishgarh,"16,000.000","8,313.955"
2013-14,November,TSP,Chattishgarh,0.000,"3,858.250"
2013-14,November,UREA,Chattishgarh,"35,000.000","14,808.050"
2013-14,November,DAP,Dadra & Nagar Haveli,100.000,30.950
2013-14,November,MAP,Dadra & Nagar Haveli,0.000,0.000
2013-14,November,MOP,Dadra & Nagar Haveli,40.000,0.000
2013-14,November,NPK,Dadra & Nagar Haveli,0.000,0.000
2013-14,November,SSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,November,TSP,Dadra & Nagar Haveli,0.000,0.000
2013-14,November,UREA,Dadra & Nagar Haveli,90.000,0.000
2013-14,November,DAP,Daman & Diu,0.000,0.000
2013-14,November,MAP,Daman & Diu,0.000,0.000
2013-14,November,MOP,Daman & Diu,0.000,0.000
2013-14,November,NPK,Daman & Diu,0.000,0.000
2013-14,November,SSP,Daman & Diu,0.000,0.000
2013-14,November,TSP,Daman & Diu,0.000,0.000
2013-14,November,UREA,Daman & Diu,0.000,0.000
2013-14,November,DAP,Delhi,700.000,0.000
2013-14,November,MAP,Delhi,0.000,0.000
2013-14,November,MOP,Delhi,400.000,0.000
2013-14,November,NPK,Delhi,0.000,0.000
2013-14,November,SSP,Delhi,100.000,0.000
2013-14,November,TSP,Delhi,0.000,0.000
2013-14,November,UREA,Delhi,"1,500.000",0.000
2013-14,November,DAP,Goa,50.000,38.800
2013-14,November,MAP,Goa,0.000,0.000
2013-14,November,MOP,Goa,50.000,5.000
2013-14,November,NPK,Goa,120.000,48.500
2013-14,November,SSP,Goa,0.000,0.000
2013-14,November,TSP,Goa,0.000,0.000
2013-14,November,UREA,Goa,100.000,46.000
2013-14,November,DAP,Gujarat,"80,000.000","48,279.990"
2013-14,November,MAP,Gujarat,0.000,0.000
2013-14,November,MOP,Gujarat,"16,000.000","6,366.350"
2013-14,November,NPK,Gujarat,"49,200.000","21,303.545"
2013-14,November,SSP,Gujarat,"35,000.000","2,565.450"
2013-14,November,TSP,Gujarat,0.000,"6,313.850"
2013-14,November,UREA,Gujarat,"2,05,000.000","33,424.298"
2013-14,November,DAP,Harayana,"50,000.000","24,780.600"
2013-14,November,MAP,Harayana,0.000,0.000
2013-14,November,MOP,Harayana,"2,000.000","1,718.550"
2013-14,November,NPK,Harayana,"5,000.000","1,095.300"
2013-14,November,SSP,Harayana,"20,000.000","1,892.850"
2013-14,November,TSP,Harayana,0.000,0.000
2013-14,November,UREA,Harayana,"2,70,000.000","46,332.600"
2013-14,November,DAP,Himachal Pradesh,0.000,0.000
2013-14,November,MAP,Himachal Pradesh,0.000,0.000
2013-14,November,MOP,Himachal Pradesh,0.000,0.000
2013-14,November,NPK,Himachal Pradesh,"5,000.000",204.400
2013-14,November,SSP,Himachal Pradesh,"1,000.000",0.000
2013-14,November,TSP,Himachal Pradesh,0.000,0.000
2013-14,November,UREA,Himachal Pradesh,"5,000.000",38.600
2013-14,November,DAP,Jammu & Kashmir,"8,300.000","5,387.750"
2013-14,November,MAP,Jammu & Kashmir,0.000,0.000
2013-14,November,MOP,Jammu & Kashmir,"3,540.000","2,388.850"
2013-14,November,NPK,Jammu & Kashmir,0.000,0.000
2013-14,November,SSP,Jammu & Kashmir,"1,260.000",0.000
2013-14,November,TSP,Jammu & Kashmir,0.000,0.000
2013-14,November,UREA,Jammu & Kashmir,"12,120.000","3,562.200"
2013-14,November,DAP,Jharkhand,"10,000.000","6,994.850"
2013-14,November,MAP,Jharkhand,0.000,0.000
2013-14,November,MOP,Jharkhand,"2,500.000","2,477.200"
2013-14,November,NPK,Jharkhand,"15,000.000","2,065.400"
2013-14,November,SSP,Jharkhand,"20,000.000",465.650
2013-14,November,TSP,Jharkhand,0.000,0.000
2013-14,November,UREA,Jharkhand,"22,500.000","8,751.650"
2013-14,November,DAP,Karnataka,"48,000.000","36,482.291"
2013-14,November,MAP,Karnataka,0.000,0.000
2013-14,November,MOP,Karnataka,"42,000.000","12,180.328"
2013-14,November,NPK,Karnataka,"1,13,000.000","1,00,354.632"
2013-14,November,SSP,Karnataka,"16,000.000","1,685.670"
2013-14,November,TSP,Karnataka,0.000,"11,905.400"
2013-14,November,UREA,Karnataka,"1,45,000.000","49,796.159"
2013-14,November,DAP,Kerala,"2,000.000","1,614.650"
2013-14,November,MAP,Kerala,0.000,0.000
2013-14,November,MOP,Kerala,"29,000.000","2,756.902"
2013-14,November,NPK,Kerala,"30,000.000","13,460.079"
2013-14,November,SSP,Kerala,"10,000.000",0.000
2013-14,November,TSP,Kerala,0.000,"3,156.750"
2013-14,November,UREA,Kerala,"23,000.000","1,002.200"
2013-14,November,DAP,Lakshadweep,0.000,0.000
2013-14,November,MAP,Lakshadweep,0.000,0.000
2013-14,November,MOP,Lakshadweep,0.000,0.000
2013-14,November,NPK,Lakshadweep,0.000,0.000
2013-14,November,SSP,Lakshadweep,0.000,0.000
2013-14,November,TSP,Lakshadweep,0.000,0.000
2013-14,November,UREA,Lakshadweep,0.000,0.000
2013-14,November,DAP,Madhya Pradesh,"2,15,000.000","88,172.800"
2013-14,November,MAP,Madhya Pradesh,0.000,0.000
2013-14,November,MOP,Madhya Pradesh,"14,400.000","16,828.150"
2013-14,November,NPK,Madhya Pradesh,"88,000.000","25,910.000"
2013-14,November,SSP,Madhya Pradesh,"3,26,800.000","1,87,670.401"
2013-14,November,TSP,Madhya Pradesh,0.000,"8,443.850"
2013-14,November,UREA,Madhya Pradesh,"4,00,000.000","59,252.400"
2013-14,November,DAP,Maharastra,"89,900.000","1,01,472.290"
2013-14,November,MAP,Maharastra,0.000,0.000
2013-14,November,MOP,Maharastra,"34,700.000","42,475.085"
2013-14,November,NPK,Maharastra,"1,65,700.000","1,19,331.152"
2013-14,November,SSP,Maharastra,"92,000.000","29,702.161"
2013-14,November,TSP,Maharastra,0.000,0.000
2013-14,November,UREA,Maharastra,"1,93,500.000","82,540.530"
2013-14,November,DAP,Manipur,"1,000.000",0.000
2013-14,November,MAP,Manipur,0.000,0.000
2013-14,November,MOP,Manipur,500.000,0.000
2013-14,November,NPK,Manipur,0.000,0.000
2013-14,November,SSP,Manipur,"1,500.000",0.000
2013-14,November,TSP,Manipur,0.000,0.000
2013-14,November,UREA,Manipur,"1,500.000",0.000
2013-14,November,DAP,Megalaya,"1,000.000",0.000
2013-14,November,MAP,Megalaya,0.000,0.000
2013-14,November,MOP,Megalaya,400.000,0.000
2013-14,November,NPK,Megalaya,0.000,0.000
2013-14,November,SSP,Megalaya,"1,000.000",0.000
2013-14,November,TSP,Megalaya,0.000,0.000
2013-14,November,UREA,Megalaya,"1,000.000",0.000
2013-14,November,DAP,Mizoram,0.000,0.000
2013-14,November,MAP,Mizoram,0.000,0.000
2013-14,November,MOP,Mizoram,0.000,0.000
2013-14,November,NPK,Mizoram,0.000,0.000
2013-14,November,SSP,Mizoram,200.000,0.000
2013-14,November,TSP,Mizoram,0.000,0.000
2013-14,November,UREA,Mizoram,0.000,0.000
2013-14,November,DAP,Nagaland,150.000,0.000
2013-14,November,MAP,Nagaland,0.000,0.000
2013-14,November,MOP,Nagaland,50.000,0.000
2013-14,November,NPK,Nagaland,50.000,0.000
2013-14,November,SSP,Nagaland,50.000,0.000
2013-14,November,TSP,Nagaland,0.000,0.000
2013-14,November,UREA,Nagaland,200.000,0.000
2013-14,November,DAP,Odisha,"8,080.000","11,090.250"
2013-14,November,MAP,Odisha,0.000,0.000
2013-14,November,MOP,Odisha,"6,470.000","10,992.000"
2013-14,November,NPK,Odisha,"15,570.000","9,212.050"
2013-14,November,SSP,Odisha,"12,120.000",230.850
2013-14,November,TSP,Odisha,0.000,0.000
2013-14,November,UREA,Odisha,"24,570.000","22,151.550"
2013-14,November,DAP,Pondicherry,300.000,200.000
2013-14,November,MAP,Pondicherry,0.000,0.000
2013-14,November,MOP,Pondicherry,300.000,12.000
2013-14,November,NPK,Pondicherry,"1,300.000",224.000
2013-14,November,SSP,Pondicherry,400.000,75.000
2013-14,November,TSP,Pondicherry,0.000,0.000
2013-14,November,UREA,Pondicherry,"1,600.000",30.000
2013-14,November,DAP,Punjab,"60,000.000","62,447.048"
2013-14,November,MAP,Punjab,0.000,0.000
2013-14,November,MOP,Punjab,"10,000.000","3,192.350"
2013-14,November,NPK,Punjab,"20,000.000","1,073.700"
2013-14,November,SSP,Punjab,"20,000.000","4,731.300"
2013-14,November,TSP,Punjab,0.000,"3,355.300"
2013-14,November,UREA,Punjab,"3,00,000.000","55,284.250"
2013-14,November,DAP,Rajasthan,"68,800.000","49,934.376"
2013-14,November,MAP,Rajasthan,0.000,0.000
2013-14,November,MOP,Rajasthan,"6,200.000",542.400
2013-14,November,NPK,Rajasthan,"9,060.000",714.250
2013-14,November,SSP,Rajasthan,"88,350.000","9,786.700"
2013-14,November,TSP,Rajasthan,0.000,"3,526.250"
2013-14,November,UREA,Rajasthan,"2,00,000.000","44,536.810"
2013-14,November,DAP,Sikkim,0.000,0.000
2013-14,November,MAP,Sikkim,0.000,0.000
2013-14,November,MOP,Sikkim,0.000,0.000
2013-14,November,NPK,Sikkim,0.000,0.000
2013-14,November,SSP,Sikkim,0.000,0.000
2013-14,November,TSP,Sikkim,0.000,0.000
2013-14,November,UREA,Sikkim,0.000,0.000
2013-14,November,DAP,Tamil Nadu,"44,540.000","19,488.150"
2013-14,November,MAP,Tamil Nadu,0.000,0.000
2013-14,November,MOP,Tamil Nadu,"57,040.000","2,816.883"
2013-14,November,NPK,Tamil Nadu,"88,270.000","27,414.470"
2013-14,November,SSP,Tamil Nadu,"25,690.000","3,507.700"
2013-14,November,TSP,Tamil Nadu,0.000,0.000
2013-14,November,UREA,Tamil Nadu,"1,48,360.000","5,162.300"
2013-14,November,DAP,Tripura,"1,000.000",254.800
2013-14,November,MAP,Tripura,0.000,0.000
2013-14,November,MOP,Tripura,0.000,0.000
2013-14,November,NPK,Tripura,0.000,172.650
2013-14,November,SSP,Tripura,"5,300.000","1,468.850"
2013-14,November,TSP,Tripura,0.000,0.000
2013-14,November,UREA,Tripura,"5,300.000",290.500
2013-14,November,DAP,Uttar Pradesh,"4,00,000.000","2,30,735.900"
2013-14,November,MAP,Uttar Pradesh,0.000,0.000
2013-14,November,MOP,Uttar Pradesh,"20,000.000","7,392.800"
2013-14,November,NPK,Uttar Pradesh,"1,50,000.000","58,039.300"
2013-14,November,SSP,Uttar Pradesh,"1,00,000.000","13,305.254"
2013-14,November,TSP,Uttar Pradesh,0.000,"16,125.250"
2013-14,November,UREA,Uttar Pradesh,"7,25,000.000","3,29,632.100"
2013-14,November,DAP,Uttaranchal,"5,000.000","1,534.500"
2013-14,November,UREA,Uttaranchal,0.000,0.000
2013-14,November,MOP,Uttaranchal,500.000,25.000
2013-14,November,NPK,Uttaranchal,"8,000.000",538.950
2013-14,November,SSP,Uttaranchal,"1,000.000",0.000
2013-14,November,TSP,Uttaranchal,0.000,0.000
2013-14,November,UREA,Uttaranchal,"20,000.000","10,769.250"
2013-14,November,DAP,West Bengal,"32,500.000","19,626.770"
2013-14,November,MAP,West Bengal,0.000,0.000
2013-14,November,MOP,West Bengal,"37,100.000","15,432.200"
2013-14,November,NPK,West Bengal,"1,15,350.000","73,862.920"
2013-14,November,SSP,West Bengal,"51,000.000","20,219.950"
2013-14,November,TSP,West Bengal,0.000,"7,377.550"
2013-14,November,UREA,West Bengal,"1,18,500.000","47,339.388"
2013-14,December,DAP,Andaman & Nicobar,0.000,0.000
2013-14,December,MAP,Andaman & Nicobar,0.000,0.000
2013-14,December,MOP,Andaman & Nicobar,0.000,0.000
2013-14,December,NPK,Andaman & Nicobar,0.000,0.000
2013-14,December,SSP,Andaman & Nicobar,0.000,0.000
2013-14,December,TSP,Andaman & Nicobar,0.000,0.000
2013-14,December,UREA,Andaman & Nicobar,0.000,0.000
2013-14,December,DAP,Andhra Pradesh,"75,000.000 ","56,761.300 "
2013-14,December,MAP,Andhra Pradesh,0.000,0.000
2013-14,December,MOP,Andhra Pradesh,"50,000.000 ","23,530.240 "
2013-14,December,NPK,Andhra Pradesh,"2,00,000.000 ","1,14,554.908 "
2013-14,December,SSP,Andhra Pradesh,"1,00,000.000 ","6,265.436 "
2013-14,December,TSP,Andhra Pradesh,0.000 ,0.000 
2013-14,December,UREA,Andhra Pradesh,"3,00,000.000 ","1,35,768.700 "
2013-14,December,DAP,Arunachal Pradesh,50.000 ,0.000 
2013-14,December,MAP,Arunachal Pradesh,0.000 ,0.000 
2013-14,December,MOP,Arunachal Pradesh,50.000 ,0.000 
2013-14,December,NPK,Arunachal Pradesh,0.000 ,0.000 
2013-14,December,SSP,Arunachal Pradesh,100.000 ,0.000 
2013-14,December,TSP,Arunachal Pradesh,0.000 ,0.000 
2013-14,December,UREA,Arunachal Pradesh,100.000 ,0.000 
2013-14,December,DAP,Assam,"7,350.000 ","4,062.400 "
2013-14,December,MAP,Assam,0.000 ,0.000 
2013-14,December,MOP,Assam,"18,900.000 ","14,474.000 "
2013-14,December,NPK,Assam,"4,200.000 ","1,037.000 "
2013-14,December,SSP,Assam,"16,800.000 ","3,225.800 "
2013-14,December,TSP,Assam,0.000 ,0.000 
2013-14,December,UREA,Assam,"42,000.000 ","2,343.850 "
2013-14,December,DAP,Bihar,"65,000.000 ","53,588.600 "
2013-14,December,MAP,Bihar,0.000 ,0.000 
2013-14,December,MOP,Bihar,"20,000.000 ","20,546.500 "
2013-14,December,NPK,Bihar,"40,000.000 ","13,938.600 "
2013-14,December,SSP,Bihar,"45,000.000 ","8,997.050 "
2013-14,December,TSP,Bihar,0.000 ,"7,673.750 "
2013-14,December,UREA,Bihar,"2,65,000.000 ","61,416.400 "
2013-14,December,DAP,Chandigarh,0.000,0.000
2013-14,December,MAP,Chandigarh,0.000,0.000
2013-14,December,MOP,Chandigarh,0.000,0.000
2013-14,December,NPK,Chandigarh,0.000,0.000
2013-14,December,SSP,Chandigarh,0.000,0.000
2013-14,December,TSP,Chandigarh,0.000,0.000
2013-14,December,UREA,Chandigarh,0.000,0.000
2013-14,December,DAP,Chattishgarh,"32,000.000 ","24,676.160 "
2013-14,December,MAP,Chattishgarh,0.000 ,0.000 
2013-14,December,MOP,Chattishgarh,"15,000.000 ","23,672.100 "
2013-14,December,NPK,Chattishgarh,"19,000.000 ","6,444.050 "
2013-14,December,SSP,Chattishgarh,"26,000.000 ","15,642.955 "
2013-14,December,TSP,Chattishgarh,0.000 ,"3,858.250 "
2013-14,December,UREA,Chattishgarh,"45,000.000 ","17,831.600 "
2013-14,December,DAP,Dadra & Nagar Haveli,60.000 ,28.300 
2013-14,December,MAP,Dadra & Nagar Haveli,0.000 ,0.000 
2013-14,December,MOP,Dadra & Nagar Haveli,30.000 ,0.000 
2013-14,December,NPK,Dadra & Nagar Haveli,0.000 ,0.000 
2013-14,December,SSP,Dadra & Nagar Haveli,0.000 ,0.000 
2013-14,December,TSP,Dadra & Nagar Haveli,0.000 ,0.000 
2013-14,December,UREA,Dadra & Nagar Haveli,70.000 ,15.350 
2013-14,December,DAP,Daman & Diu,0.000,0.000
2013-14,December,MAP,Daman & Diu,0.000,0.000
2013-14,December,MOP,Daman & Diu,0.000,0.000
2013-14,December,NPK,Daman & Diu,0.000,0.000
2013-14,December,SSP,Daman & Diu,0.000,0.000
2013-14,December,TSP,Daman & Diu,0.000,0.000
2013-14,December,UREA,Daman & Diu,0.000,0.000
2013-14,December,DAP,Delhi,500.000 ,0.000
2013-14,December,MAP,Delhi,0.000 ,0.000
2013-14,December,MOP,Delhi,200.000 ,0.000
2013-14,December,NPK,Delhi,0.000 ,0.000
2013-14,December,SSP,Delhi,100.000 ,0.000
2013-14,December,TSP,Delhi,0.000 ,0.000
2013-14,December,UREA,Delhi,"1,500.000 ",0.000
2013-14,December,DAP,Goa,200.000 ,95.800 
2013-14,December,MAP,Goa,0.000 ,0.000 
2013-14,December,MOP,Goa,50.000 ,5.000 
2013-14,December,NPK,Goa,200.000 ,224.500 
2013-14,December,SSP,Goa,0.000 ,0.000 
2013-14,December,TSP,Goa,0.000 ,0.000 
2013-14,December,UREA,Goa,100.000 ,106.000 
2013-14,December,DAP,Gujarat,"30,000.000 ","46,941.449 "
2013-14,December,MAP,Gujarat,0.000 ,0.000 
2013-14,December,MOP,Gujarat,"14,000.000 ","5,033.750 "
